GEO,TOUR_MEASURE,HOTEL_STA,FREQ,TIME_PERIOD,TERRTYPO,ACTIVITY,TOUR_RESID,UNIT_LOC_RANKING,OBS_STATUS,DECIMALS,UNIT_MULT,OBS_STATUS_FR,CONF_STATUS,OBS_VALUE_NIVEAU
2023-DEP-93,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,269.95
2023-DEP-93,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,295.8
2023-DEP-74,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,490.62
2023-DEP-93,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,340.21
2023-DEP-90,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,18.01
2023-DEP-74,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,430.19
2023-DEP-976,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,16.25
2023-DEP-45,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,76.09
2023-DEP-49,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,141.48
2023-DEP-66,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,108.32
2023-DEP-90,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,16.73
2023-DEP-66,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,91.82
2023-DEP-74,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,585.35
2023-DEP-976,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,14.61
2023-DEP-49,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,141.93
2023-DEP-66,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,67.78
2023-DEP-90,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,20.87
2023-DEP-976,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,16.82
2023-DEP-93,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,380.73
2023-DEP-66,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,74.25
2023-DEP-45,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,98.14
2023-DEP-45,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,129.27
2023-DEP-74,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,571.36
2023-DEP-93,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,352.86
2023-DEP-45,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,133.89
2023-DEP-90,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,21.78
2023-DEP-66,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,156.93
2023-DEP-45,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,79.68
2023-DEP-74,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,290.39
2023-DEP-90,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,28.09
2023-DEP-49,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,133.09
2023-DEP-90,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,28.81
2023-DEP-93,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,350.55
2023-DEP-66,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,207.13
2023-DEP-74,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,476.11
2023-DEP-90,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,27.92
2023-DEP-74,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,348.55
2023-DEP-49,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,76.64
2023-DEP-45,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,150.79
2023-DEP-49,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,114.76
2023-DEP-45,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,99.19
2023-DEP-49,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,99.13
2023-DEP-49,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,77.63
2023-DEP-66,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,147.2
2023-DEP-972,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,140.72
2023-DEP-08,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,22.42
2023-DEP-972,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,69.39
2023-DEP-972,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,94.49
2023-DEP-972,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,127.89
2023-DEP-08,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,12.3
2023-DEP-59,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,303.52
2023-DEP-59,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,332.74
2023-DEP-08,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,25.68
2023-DEP-08,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,17.76
2023-DEP-59,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,258.15
2023-DEP-08,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,20.36
2023-DEP-08,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,14.54
2023-DEP-59,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,268.62
2023-DEP-972,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,141.47
2023-DEP-59,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,314.93
2023-DEP-59,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,309.11
2023-DEP-972,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,105.06
2023-DEP-08,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,23.2
2023-DEP-972,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,100.24
2023-DEP-59,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,328.67
2023-DEP-86,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,196.47
2023-DEP-86,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,109.36
2023-DEP-86,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,142.96
2023-DEP-86,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,78.49
2023-DEP-86,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,167.81
2023-DEP-86,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,151.91
2023-DEP-86,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,167.5
2023-DEP-85,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,93.99
2023-DEP-85,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,55.61
2023-DEP-973,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,32.24
2023-DEP-85,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,142.73
2023-DEP-73,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,668.58
2023-DEP-973,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,36.73
2023-DEP-973,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,31.81
2023-DEP-85,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,163.81
2023-DEP-73,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,231.05
2023-DEP-73,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,153.34
2023-DEP-85,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,213.72
2023-DEP-85,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,65.64
2023-DEP-973,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,30.45
2023-DEP-73,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,128.8
2023-DEP-73,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,232.43
2023-DEP-973,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,37.79
2023-DEP-73,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,617.76
2023-DEP-85,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,177.5
2023-DEP-973,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,25.93
2023-DEP-73,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,577.86
2023-DEP-973,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,34.26
2023-DEP-64,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,335.03
2023-DEP-82,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,39.39
2023-DEP-64,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,216.82
2023-DEP-82,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,28.48
2023-DEP-82,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,26.75
2023-DEP-82,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,28.73
2023-DEP-82,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,24.65
2023-DEP-01,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,77.03
2023-DEP-64,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,260.57
2023-DEP-01,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,89.98
2023-DEP-64,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,129.69
2023-DEP-01,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,101.67
2023-DEP-01,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,108.45
2023-DEP-64,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,180.76
2023-DEP-82,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,22.42
2023-DEP-01,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,109.29
2023-DEP-64,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,118.64
2023-DEP-01,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,80.45
2023-DEP-64,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,260.8
2023-DEP-51,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,90.81
2023-DEP-01,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,68.21
2023-DEP-82,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,23.73
2023-DEP-51,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,129.47
2023-DEP-51,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,169.4
2023-DEP-51,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,137.1
2023-DEP-51,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,170.76
2023-DEP-51,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,96.43
2023-DEP-51,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,165.54
2023-DEP-40,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,33.53
2023-DEP-15,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,25.1
2023-DEP-15,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,13.88
2023-DEP-15,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,20.99
2023-DEP-40,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,144.29
2023-DEP-40,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,39.77
2023-DEP-40,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,94.97
2023-DEP-15,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,47.06
2023-DEP-15,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,21.67
2023-DEP-40,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,88.31
2023-DEP-40,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,75.79
2023-DEP-15,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,51.95
2023-DEP-40,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,76.37
2023-DEP-15,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,57.37
2023-DEP-14,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,386.13
2023-DEP-54,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,96.82
2023-DEP-54,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,62.47
2023-DEP-14,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,129.65
2023-DEP-54,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,75.37
2023-DEP-14,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,172.22
2023-DEP-14,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,241.57
2023-DEP-14,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,377.33
2023-DEP-54,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,96.22
2023-DEP-14,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,366.94
2023-DEP-48,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,53.59
2023-DEP-48,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,56.04
2023-DEP-39,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,35.1
2023-DEP-54,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,74.76
2023-DEP-48,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,13.0
2023-DEP-57,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,165.74
2023-DEP-48,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,26.75
2023-DEP-19,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,35.27
2023-DEP-39,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,28.74
2023-DEP-39,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,49.7
2023-DEP-57,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,155.05
2023-DEP-61,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,17.78
2023-DEP-19,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,48.46
2023-DEP-54,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,65.88
2023-DEP-39,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,35.08
2023-DEP-14,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,281.35
2023-DEP-48,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,8.73
2023-DEP-54,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,89.75
2023-DEP-61,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,33.05
2023-DEP-57,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,107.76
2023-DEP-39,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,60.2
2023-DEP-57,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,119.91
2023-DEP-19,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,27.54
2023-DEP-61,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,28.08
2023-DEP-61,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,31.4
2023-DEP-39,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,50.56
2023-DEP-19,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,47.6
2023-DEP-19,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,24.01
2023-DEP-57,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,134.46
2023-DEP-57,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,138.4
2023-DEP-48,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,62.67
2023-DEP-61,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,22.74
2023-DEP-19,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,59.13
2023-DEP-61,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,23.03
2023-DEP-48,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,9.11
2023-DEP-57,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,162.1
2023-DEP-39,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,32.35
2023-DEP-19,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,31.97
2023-DEP-52,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,21.66
2023-DEP-52,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,29.22
2023-DEP-61,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,14.69
2023-DEP-52,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,31.75
2023-DEP-60,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,148.31
2023-DEP-42,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,70.71
2023-DEP-60,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,148.41
2023-DEP-56,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,129.37
2023-DEP-42,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,49.6
2023-DEP-56,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,71.37
2023-DEP-56,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,168.04
2023-DEP-56,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,175.36
2023-DEP-52,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,17.34
2023-DEP-56,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,80.74
2023-DEP-60,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,73.51
2023-DEP-52,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,22.29
2023-DEP-60,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,84.51
2023-DEP-52,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,17.93
2023-DEP-52,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,35.23
2023-DEP-60,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,129.96
2023-DEP-42,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,44.04
2023-DEP-56,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,107.81
2023-DEP-60,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,142.36
2023-DEP-56,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,190.25
2023-DEP-60,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,96.92
2023-DEP-42,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,60.94
2023-DEP-42,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,53.65
2023-DEP-42,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,56.08
2023-DEP-42,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,50.69
2023-DEP-29,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,87.83
2023-DEP-29,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,186.65
2023-DEP-29,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,95.36
2023-DEP-25,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,72.73
2023-DEP-25,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,92.67
2023-DEP-29,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,197.86
2023-DEP-25,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,57.04
2023-DEP-29,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,120.11
2023-DEP-29,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,209.1
2023-DEP-25,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,97.91
2023-DEP-25,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,91.67
2023-DEP-25,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,60.32
2023-DEP-29,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,139.54
2023-DEP-25,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,69.79
2023-DEP-30,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,147.64
2023-DEP-2B,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,169.74
2023-DEP-2A,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,225.87
2023-DEP-2B,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,205.28
2023-DEP-30,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,63.41
2023-DEP-2A,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,21.27
2023-DEP-2A,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,266.63
2023-DEP-2A,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,16.72
2023-DEP-30,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,164.73
2023-DEP-2B,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,18.62
2023-DEP-2B,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,15.35
2023-DEP-2A,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,106.36
2023-DEP-30,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,66.6
2023-DEP-2B,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,26.99
2023-DEP-2A,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,30.87
2023-DEP-30,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,85.44
2023-DEP-30,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,140.92
2023-DEP-2B,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,74.84
2023-DEP-2A,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,318.86
2023-DEP-2B,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,237.27
2023-DEP-30,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,106.78
2023-DEP-11,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,78.99
2023-DEP-32,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,12.8
2023-DEP-31,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,245.8
2023-DEP-31,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,199.87
2023-DEP-11,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,90.69
2023-DEP-31,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,261.21
2023-DEP-32,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,9.8
2023-DEP-32,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,19.89
2023-DEP-11,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,115.96
2023-DEP-11,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,115.32
2023-DEP-11,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,134.75
2023-DEP-31,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,193.78
2023-DEP-32,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,20.71
2023-DEP-31,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,220.57
2023-DEP-31,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,245.47
2023-DEP-32,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,7.69
2023-DEP-11,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,47.2
2023-DEP-11,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,55.13
2023-DEP-31,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,278.47
2023-DEP-32,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,14.66
2023-DEP-32,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,19.91
2023-DEP-33,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,380.64
2023-DEP-35,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,214.66
2023-DEP-34,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,310.04
2023-DEP-35,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,151.65
2023-DEP-33,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,445.76
2023-DEP-34,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,328.6
2023-DEP-34,NUI,_T,M,2024-01,_T,I551,_T,_T,A,2,3,D,F,151.39
2023-DEP-34,NUI,_T,M,2024-03,_T,I551,_T,_T,A,2,3,D,F,214.73
2023-DEP-35,NUI,_T,M,2024-05,_T,I551,_T,_T,A,2,3,D,F,284.16
2023-DEP-35,NUI,_T,M,2024-06,_T,I551,_T,_T,A,2,3,D,F,290.34
2023-DEP-33,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,247.64
2023-DEP-34,NUI,_T,M,2024-04,_T,I551,_T,_T,A,2,3,D,F,239.07
2023-DEP-34,NUI,_T,M,2024-02,_T,I551,_T,_T,A,2,3,D,F,169.89
2023-DEP-33,NUI,_T,M,2024-07,_T,I551,_T,_T,A,2,3,D,F,480.6
